artist_id,artist_name,in_degree_centrality,out_degree_centrality,betweenness_centrality,katz_centrality,pagerank,eigenvector_centrality,closeness_centrality,clustering_coefficient,ni,nj,nk,disruption,in,out
489999,The Raincoats,0.001785076758300607,0.0014280614066404856,0.00011654788708171969,0.002584216744295175,0.00012222366621262023,4.827841288786803e-10,0.06767731499180128,0.0784313725490196,2.0,8.0,575.0,-0.010256410256410256,10.0,8.0
492331,Pretenders,0.006069260978222064,0.004819707247411639,0.0014609223635742388,0.004590905007137788,0.00027407541316460445,4.979711245626648e-06,0.1070317973937929,0.05546448087431694,11.0,23.0,1394.0,-0.008403361344537815,34.0,27.0
615119,Tom Waits,0.008568368439842914,0.0026776151374509104,0.000367761236510007,0.0041444933699797,0.00029342919074679667,4.25434291527128e-06,0.11120455295411494,0.020737327188940093,20.0,28.0,661.0,-0.011283497884344146,48.0,15.0
651107,Marianne Faithfull,0.0023205997857907892,0.0010710460549803642,3.562115944408919e-05,0.002621974460730088,0.00013691141596934591,8.577808303509311e-06,0.10837935789269458,0.09064327485380116,4.0,9.0,690.0,-0.007112375533428165,13.0,6.0
747445,Patti Smith,0.008032845412352732,0.003034630489111032,0.0011736429629349515,0.008035945851639458,0.00042006599286416606,1.6121933796507645e-05,0.11840899910638189,0.05182443151771549,11.0,34.0,1198.0,-0.01850362027353178,45.0,17.0
755156,Sonic Youth,0.01267404498393431,0.006783291681542306,0.0030339806635102185,0.007918979403375473,0.00044769624309658434,6.844689951488197e-10,0.07588379531517628,0.032025144410465514,15.0,56.0,865.0,-0.0438034188034188,71.0,38.0
838272,Pere Ubu,0.0046411995715815784,0.003034630489111032,0.00026711404055421606,0.006416644304266958,0.00031863841164837174,7.439110054406435e-06,0.10602833750950598,0.06699889258028793,4.0,22.0,1290.0,-0.013677811550151976,26.0,17.0
895136,Pixies,0.012852552659764371,0.004284184219921457,0.0005630032224391635,0.006027092232998936,0.0004077963843320492,2.719062325689906e-10,0.05708292001102259,0.039473684210526314,14.0,58.0,1217.0,-0.03413498836307215,72.0,24.0
899530,The Smiths,0.014816137093895038,0.004105676544091396,0.0011442213368943537,0.006434145184367325,0.00043978216890477856,4.905529296717019e-10,0.06508897416438036,0.03036837376460018,23.0,60.0,1096.0,-0.031382527565733676,83.0,23.0
960690,X,0.005355230274901821,0.003570153516601214,0.002777122504756652,0.005770595345655995,0.00028272429184707134,2.6001158680984795e-05,0.11837265391496828,0.061224489795918366,6.0,24.0,997.0,-0.017526777020447908,30.0,20.0
988638,Captain Beefheart,0.006069260978222064,0.001785076758300607,0.0008115376029015904,0.008149144018552885,0.0003635806182210672,0.0008980417150340027,0.18694375354577303,0.034355179704016914,18.0,16.0,591.0,0.0032,34.0,10.0
75264,Bad Brains,0.006426276329882186,0.003034630489111032,0.0004723557829000894,0.005874429268457751,0.00038700791458224525,1.026294728422527e-09,0.06534125748388606,0.06132075471698113,5.0,31.0,748.0,-0.03316326530612245,36.0,17.0
441,P.O.D.,0.0003570153516601214,0.003213138164941093,4.05265078041636e-05,0.00041557129086866785,6.896967098793493e-05,1.4716556412412828e-26,0.0003570153516601214,0.12105263157894737,1.0,1.0,340.0,0.0,2.0,18.0
91650,Black Flag,0.016601213852195644,0.003213138164941093,0.00460538638960712,0.015706755944531043,0.0008832161142300539,2.9203099967567493e-05,0.12050316195030938,0.04430794430794431,17.0,76.0,573.0,-0.08858858858858859,93.0,18.0
112789,Korn,0.006604784005712246,0.004462691895751518,0.0006340524902752896,0.0018923942646585288,0.00028009784919430633,4.2293266157841956e-17,0.009179487244641913,0.06610259122157588,7.0,30.0,357.0,-0.0583756345177665,37.0,25.0
134729,Faith No More,0.006604784005712246,0.004462691895751518,0.0004956815291281895,0.0027140203751026457,0.00030588022364327915,1.3660911058471572e-10,0.02899687263909465,0.04627181385510312,13.0,24.0,1023.0,-0.010377358490566037,37.0,25.0
175775,Eek-A-Mouse,0.001785076758300607,0.0023205997857907892,8.559209902405673e-05,0.0008703169899306604,0.00014390545630899542,2.507744782964879e-18,0.004620455560323039,0.08695652173913043,4.0,6.0,87.0,-0.020618556701030927,10.0,13.0
295756,Santana,0.005712245626561942,0.0023205997857907892,0.0032130211224145927,0.0036137588246682893,0.0003111657556552366,0.00019050247634867326,0.15431406073769563,0.02878787878787879,14.0,18.0,960.0,-0.004032258064516129,32.0,13.0
359326,Primus,0.003034630489111032,0.005712245626561942,0.0012837453931112666,0.0014785261941551281,0.00014426227035556547,6.878356397454924e-11,0.03888013877869269,0.039965986394557826,5.0,12.0,835.0,-0.008215962441314555,17.0,32.0
446509,Metallica,0.019992859692966797,0.00517672259907176,0.009279583029951632,0.008714320939737428,0.0007350274023199012,2.86436054994755e-06,0.09840425342933788,0.03657918735434188,24.0,88.0,500.0,-0.10457516339869281,112.0,29.0
485135,311,0.002856122813280971,0.0019635844341306676,0.0002175021216696629,0.0010420796427940903,0.00016215530934578448,4.5091755256193123e-23,0.005355230274901821,0.07407407407407407,5.0,11.0,422.0,-0.0136986301369863,16.0,11.0
579839,Suicidal Tendencies,0.004105676544091396,0.0012495537308104248,0.00011863447473266658,0.0032540932926988075,0.0002087453240643878,2.6977354033522166e-10,0.0415749569161011,0.08275862068965517,4.0,19.0,299.0,-0.046583850931677016,23.0,7.0
741746,Sepultura,0.003748661192431275,0.003391645840771153,0.000266966946206016,0.001708829329996856,0.00014908425707610602,6.695244815379884e-11,0.02733772853437517,0.09102564102564102,0.0,21.0,432.0,-0.046357615894039736,21.0,19.0
789064,Extreme,0.0005355230274901821,0.003927168868261335,0.0008734554854591504,0.0006335805434045094,6.006542827812933e-05,5.469946639324206e-11,0.025361364511276723,0.11666666666666667,1.0,2.0,1097.0,-0.0009090909090909091,3.0,22.0
790820,Tool,0.004462691895751518,0.0026776151374509104,0.0005825238098011589,0.0017845872963602536,0.00024201926040505684,7.987528922559992e-11,0.02981516242008222,0.0782051282051282,6.0,19.0,528.0,-0.023508137432188065,25.0,15.0
796045,Fishbone,0.003927168868261335,0.003748661192431275,0.00043956159238287625,0.0017070955145615416,0.0002311452438631356,3.448768650187071e-11,0.029548837758828096,0.04706533776301218,8.0,14.0,635.0,-0.0091324200913242,22.0,21.0
806829,Jane's Addiction,0.007140307033202428,0.004462691895751518,0.003563017487867701,0.0039255763297778214,0.0002494134449348061,2.4305589956619306e-10,0.040710965231190804,0.053631553631553634,6.0,34.0,965.0,-0.027860696517412936,40.0,25.0
825087,Living Colour,0.001785076758300607,0.004462691895751518,0.0002280775379924727,0.001405059195035842,0.0001254638738344799,7.001236665846214e-11,0.02748040163758538,0.07815126050420168,1.0,9.0,1247.0,-0.006364359586316627,10.0,25.0
863790,Rage Against the Machine,0.00517672259907176,0.003213138164941093,0.0005439928227582168,0.002039751870632544,0.00021982947579163618,6.695249044603848e-11,0.027456900985725438,0.06105457909343201,11.0,18.0,784.0,-0.008610086100861008,29.0,18.0
883318,Red Hot Chili Peppers,0.006961799357372367,0.004284184219921457,0.0007127354534877796,0.0036849565359649873,0.0002854016857708206,1.5728224226543291e-10,0.05089751746048588,0.03917050691244239,26.0,13.0,739.0,0.016709511568123392,39.0,24.0
151290,BÃ©la Fleck,0.0019635844341306676,0.003213138164941093,0.00020783669644549186,0.000827053360235188,0.00014333338317437308,1.2066727226077791e-21,0.004721528025705106,0.06896551724137931,4.0,7.0,596.0,-0.004942339373970346,11.0,18.0
589,Tony Furtado,0.0,0.0005355230274901821,0.0,0.0003463094090572232,4.661362665256996e-05,2.2640856019096656e-28,0.0,0,,,,,0.0,3.0
286662,Sam Bush,0.0012495537308104248,0.001785076758300607,1.3870782673152208e-05,0.0006237448028411459,8.69785463994726e-05,1.1274263304125395e-22,0.0019463094977600168,0.11764705882352941,1.0,6.0,152.0,-0.031446540880503145,7.0,10.0
748421,Trey Anastasio,0.0001785076758300607,0.003570153516601214,2.715108571319836e-05,0.0003809403499629455,5.986165292537883e-05,7.471482486301893e-27,0.0001785076758300607,0.04047619047619048,1.0,0.0,1183.0,0.0008445945945945946,1.0,20.0
5953,Alice Cooper,0.012138521956444128,0.004462691895751518,0.003504662072527455,0.02016990978607499,0.0006286508188354103,8.306098596105033e-05,0.12672393177890875,0.04943899018232819,20.0,48.0,1314.0,-0.020260492040520984,68.0,25.0
1098,Soundgarden,0.00749732238486255,0.005355230274901821,0.000615921995884279,0.0029498122584677485,0.0002575481165921675,1.538341929205866e-10,0.03098067321372431,0.06631455399061033,11.0,31.0,1338.0,-0.014492753623188406,42.0,30.0
12654,Spinal Tap,0.001785076758300607,0.003391645840771153,0.00036006156944139747,0.0010110522620396854,0.00010123183863141817,7.571033013580213e-11,0.02663994587900974,0.09975369458128079,3.0,7.0,435.0,-0.008988764044943821,10.0,19.0
59537,Blue Cheer,0.004998214923241699,0.0021420921099607284,0.00027355164331032696,0.010854221531184245,0.0004785835338864735,3.9629533192153044e-05,0.11399535004125781,0.10384615384615385,9.0,19.0,593.0,-0.01610305958132045,28.0,12.0
61938,Blue Ã–yster Cult,0.003927168868261335,0.003034630489111032,7.689193137865215e-05,0.0038681078389333867,0.00018147165157221935,1.3509506968728602e-06,0.09687657485670598,0.08299595141700405,4.0,18.0,1235.0,-0.011137629276054098,22.0,17.0
81493,Killing Joke,0.004105676544091396,0.0019635844341306676,0.00033596394170519033,0.0048061869009698565,0.00024905219181341193,7.853144249413404e-07,0.0925788047795216,0.0766488413547237,6.0,17.0,534.0,-0.019748653500897665,23.0,11.0
84209,Kiss,0.0158871831488754,0.004105676544091396,0.0016173172954245883,0.013282071672781327,0.0006889474806132494,1.0867623139482832e-05,0.11882125622059872,0.055341055341055344,8.0,81.0,1215.0,-0.05598159509202454,89.0,23.0
130932,Crazy Horse,0.0026776151374509104,0.0019635844341306676,0.00023455489950335322,0.0042518760220931545,0.00023318944583876485,2.0946997650212322e-05,0.12214432242408868,0.08153846153846153,3.0,12.0,1232.0,-0.007217321571772253,15.0,11.0
139026,Led Zeppelin,0.039450196358443414,0.004284184219921457,0.002580059942052249,0.037194031826446455,0.0018695353895953376,4.552120986094798e-05,0.13681221412997557,0.022934091669454666,91.0,130.0,1073.0,-0.030139103554868624,221.0,24.0
182598,MC5,0.011424491253123885,0.003748661192431275,0.0008082752523714589,0.03216469224456148,0.00092967797112143,0.00019822996711267414,0.1278583214606376,0.05168067226890756,15.0,49.0,1204.0,-0.026813880126182965,64.0,21.0
187581,Funkadelic,0.00785433773652267,0.003034630489111032,0.000481452693323208,0.008005347157743908,0.000462177842341845,4.021006228060182e-06,0.11284455572482081,0.043989071038251365,10.0,34.0,1270.0,-0.0182648401826484,44.0,17.0
200968,Gene Simmons,0.0016065690824705464,0.0021420921099607284,2.0664369460106274e-05,0.0014696676283850196,9.055318071528541e-05,5.758005972592307e-08,0.07672415032420324,0.11428571428571428,1.0,8.0,1183.0,-0.00587248322147651,9.0,12.0
349157,Melvins,0.004819707247411639,0.003748661192431275,0.00031560816895149244,0.0029615670797419114,0.000224116392783122,2.8707071322140473e-10,0.050582284396027195,0.08200354609929078,4.0,23.0,631.0,-0.028875379939209727,27.0,21.0
354105,Jimi Hendrix,0.0358800428418422,0.005712245626561942,0.00900216393553246,0.08327702964981847,0.0032093460305973242,0.013260874121961015,0.27732365107836554,0.020905020905020905,42.0,159.0,1234.0,-0.08153310104529617,201.0,32.0
379125,Neil Young,0.026419136022848982,0.005533737950731882,0.0034824340999397158,0.019262678341440635,0.000964817039239773,4.30907294334894e-05,0.13183135719057026,0.018203502604983993,37.0,111.0,1269.0,-0.05222300635144672,148.0,31.0
390390,Ohio Players,0.004819707247411639,0.0016065690824705464,0.0003044193439800626,0.003369619093167264,0.00035080397429481,2.8076848688923045e-10,0.07914063954525542,0.06349206349206349,5.0,22.0,514.0,-0.031423290203327174,27.0,9.0
485791,Wipers,0.0021420921099607284,0.0014280614066404856,7.103878804654906e-05,0.002942430809890517,0.00015335005606852012,5.066325346825366e-10,0.05415960342032412,0.08947368421052632,2.0,10.0,653.0,-0.012030075187969926,12.0,8.0
490004,Ramones,0.02267047483041771,0.005890753302392003,0.00656816640800516,0.031208216943369588,0.0014052278030279237,0.00011051499232877398,0.1241177526277156,0.03333333333333333,49.0,78.0,1092.0,-0.02378999179655455,127.0,33.0
503913,Mountain,0.003213138164941093,0.0016065690824705464,0.00015611855371328728,0.0034699065500465092,0.00016448317618797764,1.7749775156732017e-06,0.0911413204427895,0.08404558404558404,3.0,15.0,337.0,-0.03380281690140845,18.0,9.0
562304,The Stooges,0.02070689039628704,0.003748661192431275,0.0014849708707292545,0.05464623724734219,0.0016655614874588906,0.00028633520879529727,0.1341518312135441,0.04240017174753113,20.0,96.0,1010.0,-0.0674955595026643,116.0,21.0
574772,AC/DC,0.011602998928953945,0.003213138164941093,0.00040318875080222135,0.007989009648976704,0.0004214815112241772,2.3937347932844357e-06,0.09650324538050527,0.03996473699676756,22.0,43.0,754.0,-0.02564102564102564,65.0,18.0
604852,Aerosmith,0.011960014280614066,0.003927168868261335,0.0008001098233167409,0.008272127466404896,0.0004605220936580984,7.811165449765183e-06,0.11536624063347349,0.056179775280898875,13.0,54.0,1260.0,-0.03089675960813866,67.0,22.0
623985,Budgie,0.0014280614066404856,0.0001785076758300607,1.6868270614042567e-07,0.0029918280264692562,0.0001268851220460541,1.0862323720702952e-06,0.08956853149144722,0.2777777777777778,2.0,6.0,88.0,-0.041666666666666664,8.0,1.0
754032,The Beatles,0.10978222063548733,0.005533737950731882,0.017853854191294944,0.23958341969628072,0.009066991055198497,0.02468732052258057,0.3023253913370768,0.010269517843857249,318.0,297.0,663.0,0.01643192488262911,615.0,31.0
771438,Black Sabbath,0.03052481256694038,0.0021420921099607284,0.0014380342958753263,0.028493311898848094,0.0015401898550972187,3.125870142679329e-05,0.12322148103319014,0.033147180688164295,113.0,58.0,833.0,0.054780876494023904,171.0,12.0
772567,Iron Butterfly,0.003927168868261335,0.0024991074616208496,0.0009733273198129193,0.01209579613187037,0.00043500996596159205,4.486413388104899e-05,0.1154007628193115,0.12142857142857143,1.0,21.0,955.0,-0.02047082906857728,22.0,14.0
840402,The Velvet Underground,0.03230988932524099,0.0014280614066404856,0.0015416198173618817,0.08046071218065484,0.002684158318440015,0.0005756856079697,0.1431553766619307,0.03042328042328042,108.0,73.0,613.0,0.04408060453400504,181.0,8.0
8828,Spice Girls,0.003927168868261335,0.0046411995715815784,0.0004415721160587394,0.0015418633736035533,0.0002023678943160032,6.360305724662824e-21,0.008678475978205381,0.0549645390070922,6.0,16.0,222.0,-0.040983606557377046,22.0,26.0
1113,t.A.T.u.,0.0001785076758300607,0.0007140307033202428,2.3790651992846195e-06,0.0003809403499629455,4.992563322077218e-05,7.471482486301893e-27,0.0001785076758300607,0.2,0.0,1.0,59.0,-0.016666666666666666,1.0,4.0
81403,Boney M.,0.0010710460549803642,0.0016065690824705464,3.349755451224607e-05,0.0008508144221784715,0.00011276612212923412,3.5257768179060607e-13,0.021132403413923674,0.0761904761904762,4.0,2.0,356.0,0.0055248618784530384,6.0,9.0
546214,Gwen Stefani,0.003034630489111032,0.003213138164941093,0.0003645900908808183,0.0011159128088050903,0.0002413839925565053,5.48689825194798e-23,0.0049836852286973925,0.02857142857142857,9.0,8.0,581.0,0.0016722408026755853,17.0,18.0
628467,Britney Spears,0.00517672259907176,0.005355230274901821,0.0004446956227928713,0.001480441555872814,0.0002358419042790317,1.499605777996858e-22,0.005725228002985946,0.03974284044418469,9.0,20.0,298.0,-0.03363914373088685,29.0,30.0
13384,Tanya Tucker,0.003391645840771153,0.0026776151374509104,6.909129395891062e-05,0.0017224957247047273,0.00013828621280173793,2.037825692050408e-11,0.009478657861617659,0.10249554367201426,3.0,16.0,352.0,-0.03504043126684636,19.0,15.0
1433,Pam Tillis,0.0019635844341306676,0.0021420921099607284,1.1801624955996524e-05,0.0008430109514951358,8.218586893332594e-05,6.625296341187371e-22,0.004289284439230887,0.10474308300395258,1.0,10.0,116.0,-0.07086614173228346,11.0,12.0
19241,Patty Loveless,0.003213138164941093,0.003391645840771153,6.054122939510876e-05,0.0014067508282774059,0.00012611372577841715,5.348850181360483e-12,0.00961762900013916,0.12237237237237238,1.0,17.0,206.0,-0.07142857142857142,18.0,19.0
65397,Bobbie Gentry,0.0019635844341306676,0.0016065690824705464,6.978942566212852e-05,0.0016238090327773684,0.00013348004771671687,7.56402541406576e-11,0.030754585454279736,0.06842105263157895,4.0,7.0,250.0,-0.011494252873563218,11.0,9.0
86312,The Judds,0.003034630489111032,0.0023205997857907892,9.495429412548986e-05,0.0013196832851379583,0.00012222246160178588,1.717056502355188e-11,0.00832342232433786,0.0839080459770115,3.0,14.0,395.0,-0.02669902912621359,17.0,13.0
99753,Connie Smith,0.0012495537308104248,0.0007140307033202428,4.921952798666356e-06,0.0009975930447034685,0.000100215840057859,1.6495520886624398e-10,0.030054409873343242,0.1,3.0,4.0,216.0,-0.004484304932735426,7.0,4.0
136640,Tammy Wynette,0.005712245626561942,0.0023205997857907892,9.500419732608445e-05,0.004149911816603748,0.00026826969362615176,7.284932292898772e-10,0.04728075698996333,0.10505050505050505,7.0,25.0,274.0,-0.058823529411764705,32.0,13.0
175286,Dolly Parton,0.008746876115672974,0.003034630489111032,0.0009448774347470658,0.004841347878223591,0.0003356736153707043,4.242096575690042e-10,0.0531174725313523,0.06456876456876456,15.0,34.0,374.0,-0.04491725768321513,49.0,17.0
210512,Janie Fricke,0.0008925383791503035,0.0019635844341306676,1.9731746098979668e-05,0.0008210314341085054,7.11125414999277e-05,1.1821714876998943e-11,0.007798879041119156,0.12083333333333333,0.0,5.0,146.0,-0.033112582781456956,5.0,11.0
234325,Loretta Lynn,0.008389860764012854,0.001785076758300607,0.0003720383092260999,0.005451188232776931,0.0003292115568914848,2.8551523400608412e-05,0.13748039969682904,0.07017543859649122,16.0,31.0,155.0,-0.07425742574257425,47.0,10.0
409954,Ray Price,0.005355230274901821,0.0014280614066404856,0.00023830693569048316,0.028099449498677757,0.000734359425324148,0.021757258696736163,0.206384929582411,0.08463726884779517,8.0,22.0,205.0,-0.059574468085106386,30.0,8.0
749175,Skeeter Davis,0.0012495537308104248,0.0008925383791503035,1.650662704490524e-05,0.0012065362627558707,8.862880518113657e-05,2.383693012738344e-10,0.03448290682364656,0.12121212121212122,3.0,4.0,114.0,-0.008264462809917356,7.0,5.0
804289,Lynn Anderson,0.0019635844341306676,0.0010710460549803642,8.126589863566642e-05,0.001326287726572419,0.00013870282263626964,5.7405955838160546e-11,0.02657115443464069,0.11397058823529412,4.0,7.0,126.0,-0.021897810218978103,11.0,6.0
50493,Soulfly,0.0007140307033202428,0.0023205997857907892,7.315660038545887e-05,0.0005090748313141181,7.38843727684384e-05,8.152972252476707e-25,0.0009520409377603237,0.13602941176470587,2.0,2.0,381.0,0.0,4.0,13.0
1498,All That Remains,0.0005355230274901821,0.0010710460549803642,4.1394559276457825e-05,0.0004502022317743902,7.708408708003036e-05,2.1961630338523756e-26,0.0005355230274901821,0.09722222222222222,1.0,2.0,33.0,-0.027777777777777776,3.0,6.0
96977,In Flames,0.0012495537308104248,0.0010710460549803642,4.7289854665785064e-05,0.000612967654031285,0.00011680062999744087,8.370324470260037e-25,0.0014399619183624894,0.07051282051282051,2.0,5.0,108.0,-0.02608695652173913,7.0,6.0
97325,Biohazard,0.0023205997857907892,0.0023205997857907892,4.960922596699841e-05,0.0011910782622369031,0.00012585609080390236,4.228125257662925e-17,0.008297917786074556,0.11692307692307692,3.0,10.0,415.0,-0.016355140186915886,13.0,13.0
219966,Vision of Disorder,0.0016065690824705464,0.003391645840771153,0.00010392089636576503,0.0007083100974388292,9.679083834980374e-05,7.72707510990148e-23,0.002194021615656746,0.12301587301587301,1.0,8.0,412.0,-0.0166270783847981,9.0,19.0
561105,Hatebreed,0.0024991074616208496,0.0021420921099607284,3.447827626672884e-05,0.0008692366167336302,0.00013144428003900775,1.3369425479276584e-24,0.002628931225860894,0.10153846153846154,3.0,11.0,215.0,-0.034934497816593885,14.0,12.0
607053,At the Gates,0.0021420921099607284,0.0010710460549803642,2.018042307179197e-05,0.000903174938821238,0.0001269614980458549,2.4680570737857092e-23,0.003448903019810984,0.12418300653594772,3.0,9.0,130.0,-0.04225352112676056,12.0,6.0
1528006,Olivier Messiaen,0.0005355230274901821,0.0,0.0,0.0006119968771277188,0.0001454552668005427,1.1430165877222957e-06,0.09950889113589441,0,3.0,0.0,0.0,1.0,3.0,0.0
1589,GyÃ¶rgy KurtÃ¡g,0.0,0.0001785076758300607,0.0,0.0003463094090572232,4.661362665256996e-05,2.2640856019096656e-28,0.0,0,,,,,0.0,1.0
559405,Daddy Yankee,0.0001785076758300607,0.0016065690824705464,4.555736326297264e-05,0.000384749753462575,9.898376283925786e-05,1.2427565868882156e-24,0.00026776151374509105,0.044444444444444446,1.0,0.0,32.0,0.030303030303030304,1.0,9.0
1611,Speedy,0.0001785076758300607,0.0001785076758300607,4.4441867193593134e-06,0.00038440344405351776,6.13665670917621e-05,1.197701283410213e-25,0.00023801023444008093,0,1.0,0.0,0.0,1.0,1.0,1.0
156886,Spyro Gyra,0.0014280614066404856,0.0014280614066404856,0.0009904616275279467,0.0006932810060894595,0.00016722929099596137,1.6693268721207217e-08,0.06746549616695972,0.06666666666666667,6.0,2.0,289.0,0.013468013468013467,8.0,8.0
2252,Allan Holdsworth,0.0001785076758300607,0.0001785076758300607,0.0010221200439179989,0.00042077330204998674,5.6458326666348255e-05,6.26221293030979e-08,0.07292167328913211,0,1.0,0.0,7.0,0.125,1.0,1.0
112017,Jo Stafford,0.0021420921099607284,0.0007140307033202428,2.9473612418674462e-05,0.002235029463936114,0.0002639087744898649,5.6292965434654254e-05,0.14102004736207308,0.0375,9.0,3.0,86.0,0.061224489795918366,12.0,4.0
2273,Allan Sherman,0.0003570153516601214,0.0007140307033202428,3.194379367537437e-05,0.0004694329830950135,5.9030864021872104e-05,2.5409430445018844e-12,0.01249192888341672,0.03333333333333333,2.0,0.0,30.0,0.0625,2.0,4.0
203804,Victor Borge,0.0001785076758300607,0.0,0.0,0.00039325270736672446,5.9204919234484624e-05,1.2329546165898986e-12,0.010939364222789783,0,1.0,0.0,0.0,1.0,1.0,0.0
588679,Theodore Bikel,0.0001785076758300607,0.0,0.0,0.00039325270736672446,5.9204919234484624e-05,1.2329546165898986e-12,0.010939364222789783,0,1.0,0.0,0.0,1.0,1.0,0.0
744548,Spike Jones,0.003570153516601214,0.0007140307033202428,7.413285624835595e-05,0.00959836389525509,0.001063566596410965,0.010524022654188224,0.20745593614557942,0.03636363636363636,12.0,8.0,78.0,0.04081632653061224,20.0,4.0
38936,Simon & Garfunkel,0.008211353088182792,0.0024991074616208496,0.0007400027992409384,0.01201536716310958,0.0004994003853490218,0.0016500938184073125,0.19416285831717608,0.05084745762711865,5.0,41.0,1015.0,-0.033930254476908575,46.0,14.0
2330,Sergio Mendes,0.0008925383791503035,0.0019635844341306676,0.00026478334508143623,0.0009317251987574857,7.05506641763504e-05,1.6735275909870474e-10,0.06420011866265644,0.08333333333333333,1.0,4.0,809.0,-0.0036855036855036856,5.0,11.0
41874,The Beach Boys,0.03320242770439129,0.0023205997857907892,0.005288798154056771,0.05619403156340533,0.0020689087344933723,0.004244743476330726,0.22244117736031327,0.019009187350895893,54.0,132.0,673.0,-0.09080325960419092,186.0,13.0
249175,Les Baxter,0.0014280614066404856,0.0003570153516601214,6.608323482041991e-06,0.0009527955660168963,0.00016590040206090269,3.815541138885765e-05,0.12543570961735034,0.05555555555555555,8.0,0.0,18.0,0.3076923076923077,8.0,2.0
639397,Caetano Veloso,0.0023205997857907892,0.0019635844341306676,0.0019263922820974937,0.0019955174861463034,0.00015003855341821134,0.0006861383957629443,0.16082666883088334,0.059782608695652176,4.0,9.0,797.0,-0.006172839506172839,13.0,11.0
642542,Burt Bacharach,0.011245983577293825,0.0023205997857907892,0.0026195038526217605,0.014423243102401423,0.000745751209476147,0.0007715879824214634,0.20205714617498435,0.01631578947368421,50.0,13.0,351.0,0.0893719806763285,63.0,13.0
765585,Baden Powell,0.0008925383791503035,0.0,0.0,0.0007079341927348254,8.990496873178194e-05,1.2439449328526205e-10,0.05387250275243617,0.2,5.0,0.0,0.0,1.0,5.0,0.0
781837,AntÃ´nio Carlos Jobim,0.006069260978222064,0.0007140307033202428,0.0003920150167075522,0.0030787665968370196,0.00037296561477117624,0.00043868965733633925,0.1479045291054595,0.03982930298719772,27.0,7.0,56.0,0.2222222222222222,34.0,4.0
785283,JoÃ£o Gilberto,0.004819707247411639,0.0010710460549803642,0.0011265235909377405,0.0032069823247185265,0.0003970713277478367,0.001779708221615131,0.17900402394614517,0.03125,21.0,6.0,60.0,0.1724137931034483,27.0,6.0
