"",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"76","acousticness","Comedy/Spoken","Jazz",46,406,-0.0716749039626498,0.942860628519099,1,"ns"
"77","acousticness","Comedy/Spoken","Latin",46,229,-2.87497371293699,0.00404061136818658,0.767716159955451,"ns"
"78","acousticness","Comedy/Spoken","New Age",46,38,0.77965571020309,0.435593554818524,1,"ns"
"79","acousticness","Comedy/Spoken","Pop/Rock",46,2807,-9.66696935891719,4.16530242779972e-22,7.91407461281946e-20,"****"
"80","acousticness","Comedy/Spoken","R&B;",46,677,-6.24327111242008,4.28513201837601e-10,8.14175083491443e-08,"****"
"81","acousticness","Comedy/Spoken","Reggae",46,141,-7.49193165046259,6.78672652477988e-14,1.28947803970818e-11,"****"
"82","acousticness","Comedy/Spoken","Religious",46,89,-4.38252820869882,1.17309971041693e-05,0.00222888944979217,"**"
"83","acousticness","Comedy/Spoken","Stage & Screen",46,50,0.798980145856511,0.424301924437825,1,"ns"
"84","acousticness","Comedy/Spoken","Unknown",46,3,-2.03932145602607,0.0414179556226727,1,"ns"
"85","acousticness","Comedy/Spoken","Vocal",46,162,2.0255538988545,0.0428105198446465,1,"ns"
"86","acousticness","Country","Easy Listening",403,23,3.27197858436485,0.00106797665367932,0.20291556419907,"ns"
"87","acousticness","Country","Electronic",403,208,-11.2930198166738,1.42070063985827e-29,2.69933121573072e-27,"****"
"88","acousticness","Country","Folk",403,95,6.83152791588437,8.40149376908501e-12,1.59628381612615e-09,"****"
"89","acousticness","Country","International",403,81,3.13474504420739,0.00172003530810756,0.326806708540436,"ns"
"90","acousticness","Country","Jazz",403,406,7.95373760659183,1.8096720143413e-15,3.43837682724847e-13,"****"
"91","acousticness","Country","Latin",403,229,1.27984720992304,0.200598876648395,1,"ns"
"92","acousticness","Country","New Age",403,38,4.36862001740636,1.2503409818027e-05,0.00237564786542513,"**"
"93","acousticness","Country","Pop/Rock",403,2807,-16.2666526416172,1.70211860968175e-59,3.23402535839533e-57,"****"
"94","acousticness","Country","R&B;",403,677,-6.05322295042367,1.41976151862445e-09,2.69754688538645e-07,"****"
"95","acousticness","Country","Reggae",403,141,-7.17139316735529,7.4238358680557e-13,1.41052881493058e-10,"****"
"96","acousticness","Country","Religious",403,89,-1.92445140788198,0.0542980259739225,1,"ns"
"97","acousticness","Country","Stage & Screen",403,50,4.89311929472454,9.92502039477275e-07,0.000188575387500682,"***"
"98","acousticness","Country","Unknown",403,3,-1.11262106891894,0.265871207821225,1,"ns"
"99","acousticness","Country","Vocal",403,162,9.76950058461656,1.52200461965174e-22,2.89180877733831e-20,"****"
"100","acousticness","Easy Listening","Electronic",23,208,-7.57987926091719,3.45876687918792e-14,6.57165707045706e-12,"****"
"101","acousticness","Easy Listening","Folk",23,95,0.334316609041046,0.738140658571171,1,"ns"
"102","acousticness","Easy Listening","International",23,81,-1.35330501650541,0.175958207246329,1,"ns"
"103","acousticness","Easy Listening","Jazz",23,406,-0.663305885873665,0.507134667696146,1,"ns"
"104","acousticness","Easy Listening","Latin",23,229,-2.72265812056288,0.00647590351133663,1,"ns"
"105","acousticness","Easy Listening","New Age",23,38,0.15099122786096,0.879982635716269,1,"ns"
"106","acousticness","Easy Listening","Pop/Rock",23,2807,-7.48910122569509,6.93468429323711e-14,1.31759001571505e-11,"****"
"107","acousticness","Easy Listening","R&B;",23,677,-5.10454982884874,3.31582898105137e-07,6.30007506399761e-05,"****"
"108","acousticness","Easy Listening","Reggae",23,141,-6.23952327431759,4.38906450236033e-10,8.33922255448463e-08,"****"
"109","acousticness","Easy Listening","Religious",23,89,-3.962397528983,7.42008573524999e-05,0.014098162896975,"*"
"110","acousticness","Easy Listening","Stage & Screen",23,50,0.127846983668466,0.898270067524635,1,"ns"
"111","acousticness","Easy Listening","Unknown",23,3,-2.19306408606834,0.0283027621111331,1,"ns"
"112","acousticness","Easy Listening","Vocal",23,162,0.930705882703735,0.352005725857099,1,"ns"
"113","acousticness","Electronic","Folk",208,95,14.0781000832366,5.17833189761737e-45,9.83883060547301e-43,"****"
"114","acousticness","Electronic","International",208,81,10.2760323410634,9.03716761687157e-25,1.7170618472056e-22,"****"
"115","acousticness","Electronic","Jazz",208,406,17.8662932535652,2.15870485122371e-71,4.10153921732504e-69,"****"
"116","acousticness","Electronic","Latin",208,229,11.1717051490695,5.6093577973876e-29,1.06577798150364e-26,"****"
"117","acousticness","Electronic","New Age",208,38,9.6673390529491,4.15028717642545e-22,7.88554563520835e-20,"****"
"118","acousticness","Electronic","Pop/Rock",208,2807,1.35870621313436,0.174239702498375,1,"ns"
"119","acousticness","Electronic","R&B;",208,677,7.35785057793777,1.86895075200559e-13,3.55100642881063e-11,"****"
"120","acousticness","Electronic","Reggae",208,141,2.40608148509363,0.0161246676688562,1,"ns"
"121","acousticness","Electronic","Religious",208,89,5.83246391771216,5.46148177198751e-09,1.03768153667763e-06,"****"
"122","acousticness","Electronic","Stage & Screen",208,50,10.7794866568593,4.30280277908823e-27,8.17532528026763e-25,"****"
"123","acousticness","Electronic","Unknown",208,3,0.549262581370375,0.582825262488402,1,"ns"
"124","acousticness","Electronic","Vocal",208,162,17.8741057825336,1.8766016322464e-71,3.56554310126816e-69,"****"
"125","acousticness","Folk","International",95,81,-2.6279519624149,0.00859006453134037,1,"ns"
"126","acousticness","Folk","Jazz",95,406,-1.92912318816039,0.0537155709547564,1,"ns"
"127","acousticness","Folk","Latin",95,229,-5.51660807387918,3.45604990968773e-08,6.56649482840669e-06,"****"
"128","acousticness","Folk","New Age",95,38,-0.19694254632786,0.843872498480183,1,"ns"
"129","acousticness","Folk","Pop/Rock",95,2807,-15.7751989149105,4.60943666620811e-56,8.75792966579541e-54,"****"
"130","acousticness","Folk","R&B;",95,677,-10.587728473446,3.39735915246087e-26,6.45498238967566e-24,"****"
"131","acousticness","Folk","Reggae",95,141,-11.1562927202614,6.67160066486577e-29,1.2676041263245e-26,"****"
"132","acousticness","Folk","Religious",95,89,-6.8094892517679,9.79458501305212e-12,1.8609711524799e-09,"****"
"133","acousticness","Folk","Stage & Screen",95,50,-0.260308548599186,0.794625779020072,1,"ns"
"134","acousticness","Folk","Unknown",95,3,-2.42823060885343,0.015172692293029,1,"ns"
"135","acousticness","Folk","Vocal",95,162,1.00362255348157,0.315560579430986,1,"ns"
"136","acousticness","International","Jazz",81,406,1.45921973952465,0.144504637488628,1,"ns"
"137","acousticness","International","Latin",81,229,-2.1333640423075,0.0328948743747739,1,"ns"
"138","acousticness","International","New Age",81,38,1.82904488505413,0.0673928844549542,1,"ns"
"139","acousticness","International","Pop/Rock",81,2807,-11.0753509844479,1.65231440182754e-28,3.13939736347233e-26,"****"
"140","acousticness","International","R&B;",81,677,-6.48594547787882,8.81770514740259e-11,1.67536397800649e-08,"****"
"141","acousticness","International","Reggae",81,141,-7.77070244460358,7.8052057299862e-15,1.48298908869738e-12,"****"
"142","acousticness","International","Religious",81,89,-3.95342680383441,7.70398385502576e-05,0.0146375693245489,"*"
"143","acousticness","International","Stage & Screen",81,50,1.95696067809747,0.0503520916354499,1,"ns"
"144","acousticness","International","Unknown",81,3,-1.74585351284713,0.0808364094888919,1,"ns"
"145","acousticness","International","Vocal",81,162,3.8736087802114,0.000107235508307746,0.0203747465784718,"*"
"146","acousticness","Jazz","Latin",406,229,-5.48586762214929,4.11444934945588e-08,7.81745376396618e-06,"****"
"147","acousticness","Jazz","New Age",406,38,1.07320606713756,0.283178669121018,1,"ns"
"148","acousticness","Jazz","Pop/Rock",406,2807,-26.8526259688174,7.85957112386273e-159,1.49331851353392e-156,"****"
"149","acousticness","Jazz","R&B;",406,677,-14.9771964444754,1.03491413086761e-50,1.96633684864846e-48,"****"
"150","acousticness","Jazz","Reggae",406,141,-12.89975706379,4.51518331017661e-38,8.57884828933555e-36,"****"
"151","acousticness","Jazz","Religious",406,89,-6.70417076594553,2.0255328225386e-11,3.84851236282335e-09,"****"
"152","acousticness","Jazz","Stage & Screen",406,50,1.16351164126666,0.24462197773097,1,"ns"
"153","acousticness","Jazz","Unknown",406,3,-2.07779512338912,0.0377282331857416,1,"ns"
"154","acousticness","Jazz","Vocal",406,162,3.76153149563737,0.000168876151052989,0.0320864687000679,"*"
"155","acousticness","Latin","New Age",229,38,3.62762314758443,0.000286042354068741,0.0543480472730607,"ns"
"156","acousticness","Latin","Pop/Rock",229,2807,-14.1496599859944,1.87662429885836e-45,3.56558616783088e-43,"****"
"157","acousticness","Latin","R&B;",229,677,-6.36741470088927,1.92240894968938e-10,3.65257700440982e-08,"****"
"158","acousticness","Latin","Reggae",229,141,-7.54432126411338,4.54649103394926e-14,8.63833296450359e-12,"****"
"159","acousticness","Latin","Religious",229,89,-2.65233650944464,0.00799368297681343,1,"ns"
"160","acousticness","Latin","Stage & Screen",229,50,4.0215061592019,5.78271956792944e-05,0.0109871671790659,"*"
"161","acousticness","Latin","Unknown",229,3,-1.29176632563246,0.196438080383293,1,"ns"
"162","acousticness","Latin","Vocal",229,162,7.82100058738837,5.24051002887172e-15,9.95696905485627e-13,"****"
"163","acousticness","New Age","Pop/Rock",38,2807,-9.84509853016041,7.1968674706802e-23,1.36740481942924e-20,"****"
"164","acousticness","New Age","R&B;",38,677,-6.73131527717935,1.68136195591987e-11,3.19458771624774e-09,"****"
"165","acousticness","New Age","Reggae",38,141,-7.89494298321479,2.90447986703523e-15,5.51851174736693e-13,"****"
"166","acousticness","New Age","Religious",38,89,-4.98876716676363,6.07658310517802e-07,0.000115455078998382,"***"
"167","acousticness","New Age","Stage & Screen",38,50,-0.0356803426842904,0.971537244836053,1,"ns"
"168","acousticness","New Age","Unknown",38,3,-2.31129612890068,0.020816503701861,1,"ns"
"169","acousticness","New Age","Vocal",38,162,0.929258086180461,0.3527553511186,1,"ns"
"170","acousticness","Pop/Rock","R&B;",2807,677,11.3427053366457,8.0613203693049e-30,1.53165087016793e-27,"****"
"171","acousticness","Pop/Rock","Reggae",2807,141,1.90991250499929,0.0561444797084712,1,"ns"
"172","acousticness","Pop/Rock","Religious",2807,89,5.9546779012661,2.6058453228113e-09,4.95110611334147e-07,"****"
"173","acousticness","Pop/Rock","Stage & Screen",2807,50,11.2155407468819,3.4208912265885e-29,6.49969333051816e-27,"****"
"174","acousticness","Pop/Rock","Unknown",2807,3,0.383891348735501,0.70105897871162,1,"ns"
"175","acousticness","Pop/Rock","Vocal",2807,162,21.9714546263558,5.40108271724218e-107,1.02620571627601e-104,"****"
"176","acousticness","R&B;","Reggae",677,141,-3.4658427405675,0.000528572345815957,0.100428745705032,"ns"
"177","acousticness","R&B;","Religious",677,89,1.37872428977451,0.167979777480251,1,"ns"
"178","acousticness","R&B;","Stage & Screen",677,50,7.60496108371992,2.84989637059664e-14,5.41480310413361e-12,"****"
"179","acousticness","R&B;","Unknown",677,3,-0.456097119235119,0.648320141634536,1,"ns"
"180","acousticness","R&B;","Vocal",677,162,14.7453439009929,3.29636352083788e-49,6.26309068959197e-47,"****"
"181","acousticness","Reggae","Religious",141,89,3.51812524029943,0.000434607197354034,0.0825753674972665,"ns"
"182","acousticness","Reggae","Stage & Screen",141,50,8.7203686087896,2.7729755954964e-18,5.26865363144316e-16,"****"
"183","acousticness","Reggae","Unknown",141,3,0.0975633582331599,0.92227902154337,1,"ns"
"184","acousticness","Reggae","Vocal",141,162,13.9833801326362,1.96909274292184e-44,3.7412762115515e-42,"****"
"185","acousticness","Religious","Stage & Screen",89,50,5.42647141643753,5.74790249733525e-08,1.0921014744937e-05,"****"
"186","acousticness","Religious","Unknown",89,3,-0.714420141854561,0.474967420777703,1,"ns"
"187","acousticness","Religious","Vocal",89,162,8.59641819302995,8.22427047494593e-18,1.56261139023973e-15,"****"
"188","acousticness","Stage & Screen","Unknown",50,3,-2.31894352241047,0.0203980988459358,1,"ns"
"189","acousticness","Stage & Screen","Vocal",50,162,1.08278922198441,0.278901990605955,1,"ns"
"190","acousticness","Unknown","Vocal",3,162,2.66633351784175,0.00766835762759453,1,"ns"
