"",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"57","duration_ms","Classical","Easy Listening",28,23,-3.75678359135593,0.000172111209058915,0.0327011297211938,"*"
"58","duration_ms","Classical","Electronic",28,208,0.897137798635061,0.369645391266767,1,"ns"
"59","duration_ms","Classical","Folk",28,95,-3.82297170140096,0.000131852916936033,0.0250520542178463,"*"
"60","duration_ms","Classical","International",28,81,-0.640329670144305,0.521958295351268,1,"ns"
"61","duration_ms","Classical","Jazz",28,406,1.93198549379379,0.0533612963645139,1,"ns"
"62","duration_ms","Classical","Latin",28,229,-2.29198838456643,0.0219063134475522,1,"ns"
"63","duration_ms","Classical","New Age",28,38,2.13102697212045,0.0330869201931583,1,"ns"
"64","duration_ms","Classical","Pop/Rock",28,2807,-2.08541574333437,0.037031579010794,1,"ns"
"65","duration_ms","Classical","R&B;",28,677,-0.972881692937807,0.330612104645666,1,"ns"
"66","duration_ms","Classical","Reggae",28,141,-2.54829696263127,0.0108250279403505,1,"ns"
"67","duration_ms","Classical","Religious",28,89,1.11106123369955,0.266541992885728,1,"ns"
"68","duration_ms","Classical","Stage & Screen",28,50,-3.58461586700107,0.000337574678100419,0.0641391888390797,"ns"
"69","duration_ms","Classical","Unknown",28,3,-1.08835603881669,0.276437960371413,1,"ns"
"70","duration_ms","Classical","Vocal",28,162,-4.91984637901464,8.66121642976653e-07,0.000164563112165564,"***"
"71","duration_ms","Comedy/Spoken","Country",46,403,-3.63629360339433,0.000276589065714619,0.0525519224857776,"ns"
"72","duration_ms","Comedy/Spoken","Easy Listening",46,23,-2.19751019219439,0.0279840293712009,1,"ns"
"73","duration_ms","Comedy/Spoken","Electronic",46,208,4.15267752843417,3.28607647193986e-05,0.00624354529668573,"**"
"74","duration_ms","Comedy/Spoken","Folk",46,95,-1.8152632967448,0.0694834565631724,1,"ns"
"75","duration_ms","Comedy/Spoken","International",46,81,1.92628756946985,0.0540684766852715,1,"ns"
"76","duration_ms","Comedy/Spoken","Jazz",46,406,5.6148203051068,1.96766620207977e-08,3.73856578395157e-06,"****"
"77","duration_ms","Comedy/Spoken","Latin",46,229,0.229909637984872,0.81816198689737,1,"ns"
"78","duration_ms","Comedy/Spoken","New Age",46,38,4.68381580752864,2.81583064726397e-06,0.000535007822980155,"***"
"79","duration_ms","Comedy/Spoken","Pop/Rock",46,2807,0.672353726510334,0.501358533942007,1,"ns"
"80","duration_ms","Comedy/Spoken","R&B;",46,677,2.02396154861437,0.0429741082250486,1,"ns"
"81","duration_ms","Comedy/Spoken","Reggae",46,141,-0.183902807171599,0.85408970256593,1,"ns"
"82","duration_ms","Comedy/Spoken","Religious",46,89,4.05723021324133,4.96581281208753e-05,0.00943504434296631,"**"
"83","duration_ms","Comedy/Spoken","Stage & Screen",46,50,-1.71363740150057,0.0865953400526899,1,"ns"
"84","duration_ms","Comedy/Spoken","Unknown",46,3,-0.277168697550495,0.781650574107359,1,"ns"
"85","duration_ms","Comedy/Spoken","Vocal",46,162,-3.05804215618273,0.00222788232354254,0.423297641473083,"ns"
"86","duration_ms","Country","Easy Listening",403,23,0.0220206725292519,0.982431465241641,1,"ns"
"87","duration_ms","Country","Electronic",403,208,14.5534627657231,5.55199891778579e-48,1.0548797943793e-45,"****"
"88","duration_ms","Country","Folk",403,95,2.10296625073505,0.0354687197654023,1,"ns"
"89","duration_ms","Country","International",403,81,7.56815110563029,3.78573489618335e-14,7.19289630274836e-12,"****"
"90","duration_ms","Country","Jazz",403,406,20.4704428466488,3.9501468424214e-93,7.50527900060066e-91,"****"
"91","duration_ms","Country","Latin",403,229,7.28741298297378,3.15963245158987e-13,6.00330165802075e-11,"****"
"92","duration_ms","Country","New Age",403,38,9.38538016603849,6.2689874930616e-21,1.1911076236817e-18,"****"
"93","duration_ms","Country","Pop/Rock",403,2807,12.4997639744501,7.48732504608123e-36,1.42259175875543e-33,"****"
"94","duration_ms","Country","R&B;",403,677,13.8962252711136,6.67710138674761e-44,1.26864926348205e-41,"****"
"95","duration_ms","Country","Reggae",403,141,5.4646589546407,4.63797621015865e-08,8.81215479930144e-06,"****"
"96","duration_ms","Country","Religious",403,89,11.122409647321,9.75997507461613e-29,1.85439526417707e-26,"****"
"97","duration_ms","Country","Stage & Screen",403,50,1.43936539391777,0.150047023826241,1,"ns"
"98","duration_ms","Country","Unknown",403,3,0.691558999519525,0.489214317263543,1,"ns"
"99","duration_ms","Country","Vocal",403,162,0.591337416339144,0.554294364218945,1,"ns"
"100","duration_ms","Easy Listening","Electronic",23,208,5.63299212052136,1.77109553270127e-08,3.36508151213241e-06,"****"
"101","duration_ms","Easy Listening","Folk",23,95,1.01177513020897,0.311645583647674,1,"ns"
"102","duration_ms","Easy Listening","International",23,81,3.88040190574178,0.000104283998497347,0.019813959714496,"*"
"103","duration_ms","Easy Listening","Jazz",23,406,6.69356607744489,2.17796616454577e-11,4.13813571263696e-09,"****"
"104","duration_ms","Easy Listening","Latin",23,229,2.73545743529454,0.00622936421627353,1,"ns"
"105","duration_ms","Easy Listening","New Age",23,38,6.01074687706893,1.84670551368195e-09,3.5087404759957e-07,"****"
"106","duration_ms","Easy Listening","Pop/Rock",23,2807,3.15778419707831,0.00158973194873027,0.302049070258752,"ns"
"107","duration_ms","Easy Listening","R&B;",23,677,4.10128313908616,4.10865451444121e-05,0.0078064435774383,"**"
"108","duration_ms","Easy Listening","Reggae",23,141,2.35667941559348,0.0184391578093361,1,"ns"
"109","duration_ms","Easy Listening","Religious",23,89,5.54890246271898,2.87468488482193e-08,5.46190128116168e-06,"****"
"110","duration_ms","Easy Listening","Stage & Screen",23,50,0.837847050158617,0.402116610107596,1,"ns"
"111","duration_ms","Easy Listening","Unknown",23,3,0.645164822005063,0.518820380241675,1,"ns"
"112","duration_ms","Easy Listening","Vocal",23,162,0.22569327851562,0.821439986186881,1,"ns"
"113","duration_ms","Electronic","Folk",208,95,-8.09712945998362,5.62711803191814e-16,1.06915242606445e-13,"****"
"114","duration_ms","Electronic","International",208,81,-2.45070725025504,0.0142575858215594,1,"ns"
"115","duration_ms","Electronic","Jazz",208,406,2.30913175338086,0.0209362712089166,1,"ns"
"116","duration_ms","Electronic","Latin",208,229,-6.67605294041196,2.45463329773991e-11,4.66380326570583e-09,"****"
"117","duration_ms","Electronic","New Age",208,38,1.98480130281656,0.0471665825006525,1,"ns"
"118","duration_ms","Electronic","Pop/Rock",208,2807,-8.02472878728382,1.01750489205647e-15,1.93325929490729e-13,"****"
"119","duration_ms","Electronic","R&B;",208,677,-4.64468541490704,3.40595041479298e-06,0.000647130578810666,"***"
"120","duration_ms","Electronic","Reggae",208,141,-6.48869845882192,8.65810545018460e-11,1.64504003553507e-08,"****"
"121","duration_ms","Electronic","Religious",208,89,0.474882700354135,0.634870582664667,1,"ns"
"122","duration_ms","Electronic","Stage & Screen",208,50,-6.51855770648494,7.09866280940506e-11,1.34874593378696e-08,"****"
"123","duration_ms","Electronic","Unknown",208,3,-1.44757449157238,0.147736089387871,1,"ns"
"124","duration_ms","Electronic","Vocal",208,162,-11.3324694813242,9.06133590208363e-30,1.72165382139589e-27,"****"
"125","duration_ms","Folk","International",95,81,4.50756280638071,6.55765227285561e-06,0.00124595393184257,"**"
"126","duration_ms","Folk","Jazz",95,406,10.5252174860453,6.61086002743016e-26,1.25606340521173e-23,"****"
"127","duration_ms","Folk","Latin",95,229,2.97626357532379,0.00291783966170602,0.554389535724145,"ns"
"128","duration_ms","Folk","New Age",95,38,7.04807111397285,1.81414925301416e-12,3.4468835807269e-10,"****"
"129","duration_ms","Folk","Pop/Rock",95,2807,4.08370577428434,4.43231445022489e-05,0.00842139745542729,"**"
"130","duration_ms","Folk","R&B;",95,677,5.790945467072,6.99913012151271e-09,1.32983472308741e-06,"****"
"131","duration_ms","Folk","Reggae",95,141,2.22128642205457,0.0263315679201598,1,"ns"
"132","duration_ms","Folk","Religious",95,89,7.20457880548673,5.82235418335916e-13,1.10624729483824e-10,"****"
"133","duration_ms","Folk","Stage & Screen",95,50,-0.137539453823297,0.890604409411432,1,"ns"
"134","duration_ms","Folk","Unknown",95,3,0.274403635254328,0.783774449665483,1,"ns"
"135","duration_ms","Folk","Vocal",95,162,-1.43033305410474,0.152621452275512,1,"ns"
"136","duration_ms","International","Jazz",81,406,4.25559239240459,2.08496243203154e-05,0.00396142862085992,"**"
"137","duration_ms","International","Latin",81,229,-2.46359226617111,0.0137552487326295,1,"ns"
"138","duration_ms","International","New Age",81,38,3.41322948278455,0.000641978585792334,0.121975931300543,"ns"
"139","duration_ms","International","Pop/Rock",81,2807,-2.26871352688843,0.0232857524702337,1,"ns"
"140","duration_ms","International","R&B;",81,677,-0.401836965519428,0.687804015401535,1,"ns"
"141","duration_ms","International","Reggae",81,141,-2.77477758301015,0.00552394713545758,1,"ns"
"142","duration_ms","International","Religious",81,89,2.48185619545122,0.0130700009606001,1,"ns"
"143","duration_ms","International","Stage & Screen",81,50,-3.92402083967656,8.70831974488088e-05,0.0165458075152737,"*"
"144","duration_ms","International","Unknown",81,3,-0.885783521530047,0.375734191161651,1,"ns"
"145","duration_ms","International","Vocal",81,162,-6.36771238994193,1.9186826295601e-10,3.64549699616418e-08,"****"
"146","duration_ms","Jazz","Latin",406,229,-10.120072493524,4.50082135468746e-24,8.55156057390618e-22,"****"
"147","duration_ms","Jazz","New Age",406,38,0.903419435319023,0.366303328849256,1,"ns"
"148","duration_ms","Jazz","Pop/Rock",406,2807,-14.568738225283,4.44016322003212e-48,8.43631011806104e-46,"****"
"149","duration_ms","Jazz","R&B;",406,677,-9.00280088540613,2.20031168946095e-19,4.18059220997581e-17,"****"
"150","duration_ms","Jazz","Reggae",406,141,-9.2554248707382,2.13380072581173e-20,4.05422137904228e-18,"****"
"151","duration_ms","Jazz","Religious",406,89,-1.16834460019726,0.242667791804364,1,"ns"
"152","duration_ms","Jazz","Stage & Screen",406,50,-8.16403413497213,3.24017275976786e-16,6.15632824355893e-14,"****"
"153","duration_ms","Jazz","Unknown",406,3,-1.79240128744762,0.0730687087264701,1,"ns"
"154","duration_ms","Jazz","Vocal",406,162,-14.8973538478695,3.42892781615171e-50,6.51496285068825e-48,"****"
"155","duration_ms","Latin","New Age",229,38,5.64961653434559,1.60806143173962e-08,3.05531672030527e-06,"****"
"156","duration_ms","Latin","Pop/Rock",229,2807,0.91371793063187,0.360865079769135,1,"ns"
"157","duration_ms","Latin","R&B;",229,677,3.54816383829027,0.000387926834492056,0.0737060985534906,"ns"
"158","duration_ms","Latin","Reggae",229,141,-0.638726223366894,0.523001050232075,1,"ns"
"159","duration_ms","Latin","Religious",229,89,5.60084152547759,2.13313686764911e-08,4.05296004853331e-06,"****"
"160","duration_ms","Latin","Stage & Screen",229,50,-2.48077664847428,0.0131096489433811,1,"ns"
"161","duration_ms","Latin","Unknown",229,3,-0.348132097089425,0.727740980238203,1,"ns"
"162","duration_ms","Latin","Vocal",229,162,-5.33835566897676,9.37933279048653e-08,1.78207323019244e-05,"****"
"163","duration_ms","New Age","Pop/Rock",38,2807,-5.67500232617514,1.38686771114985e-08,2.63504865118472e-06,"****"
"164","duration_ms","New Age","R&B;",38,677,-4.30905385260172,1.6395444564362e-05,0.00311513446722879,"**"
"165","duration_ms","New Age","Reggae",38,141,-5.78834874846491,7.10817127637124e-09,1.35055254251054e-06,"****"
"166","duration_ms","New Age","Religious",38,89,-1.49654889962906,0.134510675049091,1,"ns"
"167","duration_ms","New Age","Stage & Screen",38,50,-6.39771248423271,1.57721913174161e-10,2.99671635030906e-08,"****"
"168","duration_ms","New Age","Unknown",38,3,-1.98749993898443,0.046867022660479,1,"ns"
"169","duration_ms","New Age","Vocal",38,162,-8.53091120843673,1.45199451009283e-17,2.75878956917638e-15,"****"
"170","duration_ms","Pop/Rock","R&B;",2807,677,4.86822661703511,1.12604159929433e-06,0.000213947903865923,"***"
"171","duration_ms","Pop/Rock","Reggae",2807,141,-1.51983473510284,0.128552516761636,1,"ns"
"172","duration_ms","Pop/Rock","Religious",2807,89,5.9146386313198,3.32604999107153e-09,6.31949498303591e-07,"****"
"173","duration_ms","Pop/Rock","Stage & Screen",2807,50,-3.15430078398246,0.00160883176935285,0.305678036177041,"ns"
"174","duration_ms","Pop/Rock","Unknown",2807,3,-0.458923729828259,0.64628893744609,1,"ns"
"175","duration_ms","Pop/Rock","Vocal",2807,162,-7.55970666604971,4.03979352299381e-14,7.67560769368823e-12,"****"
"176","duration_ms","R&B;","Reggae",677,141,-3.66871389701713,0.000243773694141418,0.0463170018868694,"*"
"177","duration_ms","R&B;","Religious",677,89,3.79917805225909,0.000145176768316642,0.027583585980162,"*"
"178","duration_ms","R&B;","Stage & Screen",677,50,-4.49323910900933,7.01479457497544e-06,0.00133281096924533,"**"
"179","duration_ms","R&B;","Unknown",677,3,-0.818397308624566,0.413130358033053,1,"ns"
"180","duration_ms","R&B;","Vocal",677,162,-9.36719292979986,7.44871469751103e-21,1.4152557925271e-18,"****"
"181","duration_ms","Reggae","Religious",141,89,5.6727133285064,1.40553324849983e-08,2.67051317214968e-06,"****"
"182","duration_ms","Reggae","Stage & Screen",141,50,-1.93729133209522,0.0527097412236126,1,"ns"
"183","duration_ms","Reggae","Unknown",141,3,-0.229549345125322,0.818441972455036,1,"ns"
"184","duration_ms","Reggae","Vocal",141,162,-4.16480467861559,3.11619228767956e-05,0.00592076534659116,"**"
"185","duration_ms","Religious","Stage & Screen",89,50,-6.14955108710582,7.77025559904688e-10,1.47634856381891e-07,"****"
"186","duration_ms","Religious","Unknown",89,3,-1.53647867121859,0.124421024940791,1,"ns"
"187","duration_ms","Religious","Vocal",89,162,-9.45607767044739,3.19711437528868e-21,6.0745173130485e-19,"****"
"188","duration_ms","Stage & Screen","Unknown",50,3,0.311127004790497,0.755704072384944,1,"ns"
"189","duration_ms","Stage & Screen","Vocal",50,162,-0.993968845564826,0.320238035068696,1,"ns"
"190","duration_ms","Unknown","Vocal",3,162,-0.593377386297216,0.552928619350915,1,"ns"
